Category	Gene
Transport of Mature mRNA Derived from an Intronless Transcript	NUP35
Transport of Mature mRNA Derived from an Intronless Transcript	NUP37
Transport of Mature mRNA Derived from an Intronless Transcript	NUP43
Transport of Mature mRNA Derived from an Intronless Transcript	NUP50
Transport of Mature mRNA Derived from an Intronless Transcript	NUP54
Transport of Mature mRNA Derived from an Intronless Transcript	NUP62
Transport of Mature mRNA Derived from an Intronless Transcript	NUP85
Transport of Mature mRNA Derived from an Intronless Transcript	NUP88
Transport of Mature mRNA Derived from an Intronless Transcript	NUP93
Transport of Mature mRNA Derived from an Intronless Transcript	NUP98
Transport of Mature mRNA Derived from an Intronless Transcript	NUPL1
Transport of Mature mRNA Derived from an Intronless Transcript	NUPL2
Transport of Mature mRNA Derived from an Intronless Transcript	NXF1
Transport of Mature mRNA Derived from an Intronless Transcript	POM121
Transport of Mature mRNA Derived from an Intronless Transcript	RAE1
Transport of Mature mRNA Derived from an Intronless Transcript	RANBP2
Transport of Mature mRNA Derived from an Intronless Transcript	SEH1L
Transport of Mature mRNA Derived from an Intronless Transcript	THOC4
Transport of Mature mRNA Derived from an Intronless Transcript	TPR
Transport of Mature mRNA derived from an Intron-Containing Transcript	AAAS
Transport of Mature mRNA derived from an Intron-Containing Transcript	CDC40
Transport of Mature mRNA derived from an Intron-Containing Transcript	DHX38
Transport of Mature mRNA derived from an Intron-Containing Transcript	EIF4E
Transport of Mature mRNA derived from an Intron-Containing Transcript	MAGOH
Transport of Mature mRNA derived from an Intron-Containing Transcript	NCBP1
Transport of Mature mRNA derived from an Intron-Containing Transcript	NCBP2
Transport of Mature mRNA derived from an Intron-Containing Transcript	NFX1
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP107
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP133
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP153
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP155
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP160
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP188
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP205
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP210
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP214
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP35
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP37
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP43
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP50
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP54
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP62
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP85
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP88
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP93
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUP98
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUPL1
Transport of Mature mRNA derived from an Intron-Containing Transcript	NUPL2
Transport of Mature mRNA derived from an Intron-Containing Transcript	NXF1
Transport of Mature mRNA derived from an Intron-Containing Transcript	POM121
Transport of Mature mRNA derived from an Intron-Containing Transcript	RAE1
Transport of Mature mRNA derived from an Intron-Containing Transcript	RANBP2
Transport of Mature mRNA derived from an Intron-Containing Transcript	RBM8A
Transport of Mature mRNA derived from an Intron-Containing Transcript	RNPS1
Transport of Mature mRNA derived from an Intron-Containing Transcript	SEH1L
Transport of Mature mRNA derived from an Intron-Containing Transcript	SRRM1
Transport of Mature mRNA derived from an Intron-Containing Transcript	SRSF1
Transport of Mature mRNA derived from an Intron-Containing Transcript	SRSF11
Transport of Mature mRNA derived from an Intron-Containing Transcript	SRSF2
Transport of Mature mRNA derived from an Intron-Containing Transcript	SRSF3
Transport of Mature mRNA derived from an Intron-Containing Transcript	SRSF4
Transport of Mature mRNA derived from an Intron-Containing Transcript	SRSF5
Transport of Mature mRNA derived from an Intron-Containing Transcript	SRSF6
Transport of Mature mRNA derived from an Intron-Containing Transcript	SRSF7
Transport of Mature mRNA derived from an Intron-Containing Transcript	SRSF9
Transport of Mature mRNA derived from an Intron-Containing Transcript	THOC4
Transport of Mature mRNA derived from an Intron-Containing Transcript	TPR
Transport of Mature mRNA derived from an Intron-Containing Transcript	U2AF1
Transport of Mature mRNA derived from an Intron-Containing Transcript	U2AF2
Transport of Mature mRNA derived from an Intron-Containing Transcript	UPF3B
Transport of Mature mRNAs Derived from Intronless Transcripts	AAAS
Transport of Mature mRNAs Derived from Intronless Transcripts	CPSF1
Transport of Mature mRNAs Derived from Intronless Transcripts	CPSF2
Transport of Mature mRNAs Derived from Intronless Transcripts	CPSF3
Transport of Mature mRNAs Derived from Intronless Transcripts	EIF4E
Transport of Mature mRNAs Derived from Intronless Transcripts	NCBP1
Transport of Mature mRNAs Derived from Intronless Transcripts	NCBP2
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP107
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP133
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP153
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP155
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP160
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP188
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP205
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP210
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP214
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP35
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP37
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP43
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP50
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP54
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP62
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP85
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP88
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP93
Transport of Mature mRNAs Derived from Intronless Transcripts	NUP98
Transport of Mature mRNAs Derived from Intronless Transcripts	NUPL1
Transport of Mature mRNAs Derived from Intronless Transcripts	NUPL2
Transport of Mature mRNAs Derived from Intronless Transcripts	NXF1
Transport of Mature mRNAs Derived from Intronless Transcripts	POM121
Transport of Mature mRNAs Derived from Intronless Transcripts	RAE1
Transport of Mature mRNAs Derived from Intronless Transcripts	RANBP2
Transport of Mature mRNAs Derived from Intronless Transcripts	SEH1L
Transport of Mature mRNAs Derived from Intronless Transcripts	SLBP
Transport of Mature mRNAs Derived from Intronless Transcripts	THOC4
Transport of Mature mRNAs Derived from Intronless Transcripts	TPR
Transport of Ribonucleoproteins into the Host Nucleus	AAAS
Transport of Ribonucleoproteins into the Host Nucleus	KPNA1
Transport of Ribonucleoproteins into the Host Nucleus	KPNB1
Transport of Ribonucleoproteins into the Host Nucleus	NP
Transport of Ribonucleoproteins into the Host Nucleus	NUP107
Transport of Ribonucleoproteins into the Host Nucleus	NUP133
Transport of Ribonucleoproteins into the Host Nucleus	NUP153
Transport of Ribonucleoproteins into the Host Nucleus	NUP155
Transport of Ribonucleoproteins into the Host Nucleus	NUP160
Transport of Ribonucleoproteins into the Host Nucleus	NUP188
Transport of Ribonucleoproteins into the Host Nucleus	NUP205
Transport of Ribonucleoproteins into the Host Nucleus	NUP210
Transport of Ribonucleoproteins into the Host Nucleus	NUP214
Transport of Ribonucleoproteins into the Host Nucleus	NUP35
Transport of Ribonucleoproteins into the Host Nucleus	NUP37
Transport of Ribonucleoproteins into the Host Nucleus	NUP43
Transport of Ribonucleoproteins into the Host Nucleus	NUP50
Transport of Ribonucleoproteins into the Host Nucleus	NUP54
Transport of Ribonucleoproteins into the Host Nucleus	NUP62
Transport of Ribonucleoproteins into the Host Nucleus	NUP85
Transport of Ribonucleoproteins into the Host Nucleus	NUP88
Transport of Ribonucleoproteins into the Host Nucleus	NUP93
Transport of Ribonucleoproteins into the Host Nucleus	NUP98
Transport of Ribonucleoproteins into the Host Nucleus	NUPL1
Transport of Ribonucleoproteins into the Host Nucleus	NUPL2
Transport of Ribonucleoproteins into the Host Nucleus	PA
Transport of Ribonucleoproteins into the Host Nucleus	PB1
Transport of Ribonucleoproteins into the Host Nucleus	PB2
Transport of Ribonucleoproteins into the Host Nucleus	POM121
Transport of Ribonucleoproteins into the Host Nucleus	RAE1
Transport of Ribonucleoproteins into the Host Nucleus	RANBP2
Transport of Ribonucleoproteins into the Host Nucleus	SEH1L
Transport of Ribonucleoproteins into the Host Nucleus	TPR
Transport of connexins along the secretory pathway	GJA1
Transport of connexins along the secretory pathway	GJB1
Transport of connexins along the secretory pathway	GJB2
Transport of connexons to the plasma membrane	GJA1
Transport of connexons to the plasma membrane	GJB2
Transport of fatty acids	SLC27A1
Transport of fatty acids	SLC27A4
Transport of fatty acids	SLC27A6
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	F10
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	F2
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	F7
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	F9
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	GAS6
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	PROC
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	PROS1
Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus	PROZ
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	CP
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	HEPH
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	RHAG
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	RHBG
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	RHCG
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC10A6
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC11A1
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC11A2
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC13A1
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC13A2
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC13A3
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC13A4
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC13A5
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC14A1
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC14A2
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC16A1
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC16A3
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC16A7
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC16A8
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC18A1
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC18A2
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC22A1
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC22A11
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC22A12
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC22A15
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC22A16
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC22A18
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC22A2
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC22A3
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC22A4
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC22A5
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC22A6
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC22A7
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC22A8
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC2A1
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC2A10
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC2A11
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC2A12
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC2A13
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC2A2
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC2A3
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	SLC2A4
